"Rank","Song","Artist","Year","Lyrics","Source"
57,"because of you","neyo",2007," ooo want to but i cant help it i love the way it feels this got me stuck between my fantasy and what is real i need it when i want it i want it when i dont tell myself ill stop everyday knowing that i wont i got a problem and i dont know what to do about it even if i did i dont know if i would quit but i doubt it im taken by the thought of itand i know this much is true baby you have become my addiction im so strung out on you i can barely move but i like itso then its all because of you all because of you so then its all because of you all because of you and its all because of you all because of you so then its all because never get enough shes the sweetest drugthink of it every second i cant get nothing done only concern is the next time im gon get me some know i should stay away from cause its no good for me i try and try but my obsession wont let me leavei got a problem and i dont know what to do about it ooo even if i did i dont know if i would quit but i doubt it im taken by the thought of itand i know this much is true baby you have become my addiction im so strung out on you strung out on you i can barely move ooo but i like it but i like itso then its all because of you all because of you so then its all because of you all because of you and its all because of you all because of you so then its all because never get enough never get enough shes the sweetest drugaint no doubt no doubt hey so strung out strung out hey aint no doubt so strung out hey over you over you you over you youbecause of you and its all because of you mmm never get enough shes the sweetest drug ",1
58,"i tried","bone thugsnharmony featuring akon",2007,NA,NA
59,"welcome to the black parade","my chemical romance",2007," when i was a young boy my father took me into the city to see a marching bandhe said son when you grow up will you be the savior of the broken the beaten and the damnedhe said will you defeat them your demons and all the nonbelievers the plans they have madebecause one day ill leave you a phantom to lead you in the summer to join the black paradesometimes i get the feeling shes watching over me and other times i feel like i should go through it all the rise and fall the bodies in the streets when youre gone we want you all to knowwell carry on well carry on though your dead and gone believe me your memory will carry on well carry on and in my heart i cant contain it the anthem wont explain itand we will send you reeling from decimated dreams your misery and hate will kill us all so paint it black and take it back lets shout it loud and clear do you fight it to the end we hear the call to to carry on well carry on though your dead and gone believe me your memory will carry on well carry on and though youre broken and defeated youre weary widow marches on and on we carry through the fears ooh oh ohdisappointed faces of your peers ooh oh take a look at me cause i could not care at all do or die youll never make me cause the world will never take my heart though you try youll never break me we want it all we wanna play this part wont explain or say im sorry im not ashamed im gonna show my scar give a cheer for all the broken listen here because its only im just a man im not a hero just a boy whos meant to sing this song just a man im not a hero i dont carecarry on well carry on though your dead and gone believe me your memory will carry on youll carry on and though youre broken and defeated youre wiry widow marches on well carry on well carry on ",1
60,"shawty","plies featuring tpain",2007," whats happenin homie dis the one plies man hey pain tell em bout your shawty and i tell them bout mineeven though im not your man you not my girl ima call you my shawty cause i cant stand to see you treated bad i beat his ass for my shawty and we aint did nothin that we aint supposed to do cause you my shawty baby girl you know i be home keep me on the ring tone shawty sing it to me girlsoon as i seen her shit told her id pay for it lil mama the baddest thing round here and she already know it i pointed at the donk and told her this supposed to be yours showed her a couple stacks and told her id let her blow it the hottest nigga in the city baby you cant ignore it i showed her i was a real nigga and she went for it first time i called  her shit she aint even know how to throw it back now she an animal i got her sex game right i taught her how to talk to me while she take pipe and opened her up and showed her what a real nigga like i told her i dont usually do this i dont fuck on the first night cause after i beat ya baby im liable to fuck up ya whole life i gotta train her now she suck me with ice i call her my lil bustie baby cause she keep it tight whenever i tell her to bust aint gotta tell her twice whenever i wanna get off she know how to get me righteven though im not your man you not my girl ima call you my shawty cause i cant stand to see you treated bad i beat his ass for my shawty and we aint did nothin that we aint supposed to do cause you my shawty baby girl you know i be home keep me on the ring tone shawty sing it to me girlwhoa wwwhoa whoa whoa whooooa whoa whoa whoa wwwhoa shawtyyyyy whoa wwwhoa whoa whoa whooooa whoa whoa whoa wwwhoa shawtyyyyyi love to show her off cause all the dope boys want her know why they wanna beat badly  look at all that ass on her look how that pussy sit up in them shorts you gotta want her love when she act like she bolegged and bend the corner  she proud to be fuckin me cause im stuntin on em it feel good to be fuckin a real nigga dontuh aint called her in two days gotta let her mind wonder but when she miss me she call to tell me to jump on her thats why i dont mind breakin her off cause she aint with the drama if you done ripped her before you know how to cuff lil mama you know she gotta be somethin cause i done beat her under   snatchin  im tellin ya i promise i exposed her to real and now she hate lame member she used to run from me now she like pain she call me sometimes just to ask is it her thing ever since i ran up in shawty she aint been the sameeven though im not your man you not my girl ima call you my shawty cause i cant stand to see you treated bad i beat his ass for my shawty and we aint did nothin that we aint supposed to do cause you my shawty baby girl you know i be home keep me on the ring tone shawty sing it to me girlwhoa wwwhoa whoa whoa whooooa whoa whoa whoa wwwhoa shawtyyyyy whoa wwwhoa whoa whoa whooooa whoa whoa whoa wwwhoa shawtyyyyy ",1
61,"chasing cars","snow patrol",2007," well do it all everything on our ownwe dont need anything or anyoneif i lay here if i just lay here would you lie with me and just forget the worldi dont quite know how to say how i feel    meaning  byamandah   editor    this was the first thing gary lightbody wrote that was a true love song its the purest love song that ive ever written theres no knifeintheback twist    see all   those three words are said too much theyre not enoughif i lay here if i just lay here would you lie with me and just forget the worldforget what were told before we get too old show me a garden thats bursting into lifelets waste time chasing cars around our headsi need your grace to remind me to find my ownif i lay here if i just lay here would you lie with me and just forget the worldforget what were told before we get too old show me a garden thats bursting into lifeall that i am all that i ever was is here in your perfect eyes theyre all i can seei dont know where confused about how as well just know that these things will never change for us at allif i lay here if i just lay here would you lie with me and just forget the world ",1
62,"beautiful liar","beyonce featuring shakira",2007,"ay ay   nobody likes being played ay oh beyonc̣ beyonc̣ oh shakira shakira   hey he said im worth it his one desire i know things about him that you wouldnt want to read about he kissed me hes a one and only beautiful liar   yes tell me how you tolerate the things i just found out about well never know why are we the ones who suffer i have to let go he wont be the one to cry ay lets not kill the karma ay lets not start a fight ay its not worth the drama for a beautiful liar oh cant we laugh about it   ha ha ha oh its not worth our time oh we can live without him just a beautiful liar i trusted him but when i followed you i saw you together i didnt know about you then til i saw you with him when yeah i walked in on your love scene slow dancing you stole everything how can you say i did you wrong well never know when the pain and heartbreaks over i have to let go the innocence is gone ay lets not kill the karma ay lets not start a fight ay its not worth the drama for a beautiful liar oh cant we laugh about it   ha ha ha oh its not worth our time oh we can live without him just a beautiful liar tell me how to forgive you when its me whos ashamed and i wish i could free you of the hurt and the pain but the answer is simple hes the one to blame hey ay beyonc̣ beyonc̣ ay shakira shakira oh beyonc̣ beyonc̣ oh shakira shakira   hey ay lets not kill the karma ay lets not start a fight ay its not worth the drama for a beautiful liar oh cant we laugh about it   ha ha ha oh its not worth our time oh we can live without him just a beautiful liar",3
63,"sexyback","justin timberlake",2007,"im bringin sexy back them other boys dont know how to act i think its special whats behind your back so turn around and ill pick up the slack take em to the bridge dirty babe you see these shackles baby im your slave ill let you whip me if i misbehave its just that no one makes me feel this way take em to the chorus come here girl go head be gone with it come to the back go head be gone with it v i p go head be gone with it drinks on me go head be gone with it let me see what ya tworkin with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it come here child go head be gone with it and get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on im bringin sexy back them motherfuckers dont know how to act girl let me make up for the things you lack cause youre burnin up i gotta get it fast take em to the bridge dirty babe you see these shackles baby im your slave ill let you whip me if i misbehave its just that no one makes me feel this way take em to the chorus come here girl go head be gone with it come to the back go head be gone with it v i p go head be gone with it drinks on me go head be gone with it let me see what ya tworkin with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it come here child go head be gone with it and get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on you ready you ready you ready yeah im bringin sexy back you motherfuckers watch how i attack if thats your girl better watch your back cause shell burning up for me for me and thats a fact take em to the chorus come here girl go head be gone with it come to the back go head be gone with it v i p go head be gone with it drinks on me go head be gone with it let me see what ya tworkin with go head be gone with it look at those hips go head be gone with it you make me smile go head be gone with it come here child go head be gone with it and get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on go head be gone with it get your sexy on you ready yeah you ready yeah yeah",3
64,"keep holding on","avril lavigne",2007," youre not alone together we stand ill be by your side you know ill take your hand when it gets coldand it feels like the end theres no place to go you know i wont give in no i wont give inkeep holding on cause you know well make it through well make it through just stay strong cause you know im here for you im here for you theres nothing you could say nothing you could do theres no other way when it comes to the truth so keep holding on cause you know well make it through well make it throughso far away i wish you were here before its too late this could all disappearbefore the doors close and it comes to an end with you by my side i will fight and defend ill fight and defend yeah yeahkeep holding on cause you know well make it through well make it through just stay strong cause you know im here for you im here for you theres nothing you could say nothing you could do theres no other way when it comes to the truth so keep holding on cause you know well make it through well make it throughhear me when i say when i say i believe nothings gonna change nothings gonna change destiny whatevers meant to be will work out perfectly yeah yeah yeah yeahla da da da la da da da la da da da da da da da dakeep holding on cause you know well make it through well make it through just stay strong cause you know im here for you im here for you theres nothing you could say nothing you could do theres no other way when it comes to the truth so keep holding on cause you know well make it through well make it throughkeep holding onkeep holding ontheres nothing you could say nothing you could do theres no other way when it comes to the truth so keep holding on cause you know well make it through well make it through ",1
65,"let it go","keyshia cole featuring missy elliott and lil kim",2007," you need to get if he dont wanna love you the right way he aint gonna it aint where hes at its where he where he wanna behuh huh oh huh huh oh huh huh oh huh huhi dont want yo man cause i got it like that but it aint even gotta be like that eh he he he he yo man he be calling me back cause see im fine and a matter of fact eh he he he he he asked how i do that that fit my jeans over baby fat listen i dont know the type of tricks he playin but i should warn you i dont want ya mani understand why you wanna try make him stay home late at night but if wanna go hell be gone no lie i cant explain how many times i tried how many times i cried thinking about mine and where he might be remember when i gave everything i got couldnt get deep down inside how ya love someone who didnt love me but now i get if he dont wanna love you the right way he aint gonna it aint where hes at its where he where he wanna beif he aint gonna love you the way he should then let it go if he aint gonna treat you the way he should then let it goif he aint gonna love you the way he should then let it go if he aint gonna treat you the way he should then let it gowhen this song come on in the club they gon be like damn thats hot and when they play it in they car they gon drop they tops like damn thats hot they gon mix it wit biggie it was all a dream like damn thats hot me and keyshia wont stop til the tick dont tock like damn thats hotnow understand why i take my time cause you come wit alibis trying to get me to see thats where you trying to be but i dont want yo man your mans been calling me trying to get me to see that he wants me to be wit him but he aint the one for me and if you only knew you would do what you had to finally see that you need to get if he dont wanna love you the right way he aint gonna it aint where hes at its where he where he wanna beheres a little lesson lil kim dont stress em kick em all straight to the curb like beckham broke up wit my ex he wit her for now but little do she know she just a rebound callin my phone she so outta pocket i been there before old girl you need to stop it when hes wit you hes wishin it was me you might be where hes at but im where he wanna be baby babyif he aint gonna love you the way he should then let it go if he aint gonna treat you the way he should then let it goif he aint gonna love you the way he should then let it go if he aint gonna treat you the way he should then let it gowhen this song come on in the club they gon be like damn thats hot and when they play it in they car they gon drop they tops like damn thats hot they gon mix it wit biggie it was all a dream like damn thats hot me and keyshia wont stop til the tick dont tock like damn thats hot ",1
66,"apologize","timbaland featuring onerepublic",2007," im holding on your rope got me ten feet off the ground and im hearing what you say but i just cant make a sound you tell me that you need me then you go and cut me down but wait you tell me that youre sorry didnt think id turn around and saythat its too late to apologize its too late i said its too late to apologize its too lateid take another chance take a fall take a shot for you and i need you like a heart needs a beat but its nothing new yeah yeah i loved you with a fire red now its turning blue and you say sorry like the angel heaven let me think was you but im afraidits too late to apologize its too late i said its too late to apologize its too late whoa ",1
67,"bubbly","colbie caillat",2007," will you count me inive been awake for a while now youve got me feelin like a child now cause every time i see your bubbly face i get the tingles in a silly placeit starts in my toes and i crinkle my nose where ever it goes i always know that you make me smile please stay for a while now just take your time wherever you gothe rain is fallin on my window pane but we are hidin in a safer place under covers stayin dry and warm you give me feelings that i adoreit starts in my toes make me crinkle my nose wherever it goes i always know that you make me smile please stay for a while now just take your time wherever you gobut what am i gonna say when you make me feel this way i just mmmand it starts in my toes makes me crinkle my nose wherever it goes i always know that you make me smile please stay for a while now just take your time wherever you goive been asleep for a while now you tucked me in just like a child now cause every time you hold me in your arms im comfortable enough to feel your warmthit starts in my soul and i lose all control when you kiss my nose the feelin shows cause you make me smile baby just take your time now holdin me tightwherever wherever wherever you go wherever wherever wherever you go wherever you go i always know cause you make me smile even just for a while ",1
68,"like a boy","ciara",2007," pull up your pants just like em take out the trash just like em gettin your cash like em fast like em girl you wanna act like he did im talkin bout security codes on everything on vibrate so your phone dont ever ring joint account and another one he dont know about heywish we could switch up the roles and i could be that tell you i love you but when you call i never get back would you ask them questions like me like where you be at cause im out four in the morning on the corner rolling doing my own thingwhat if i had a thing on the side made you cry would the rules change up or would they still apply if i played you like a toy sometimes i wish i could act like a boycant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatgirl go ahead and be just like em go run the streets just like em go home missin sleep like em creep like em front wit your friends act hard when you wit em like em keep a straight face when you tell a lie always keep an airtight alibi keep it hid in the dark what he dont know wont break his heart heywish we could switch up the roles and i could be that tell you i love you but when you call i never get back would you ask them questions like me like where you be at cause im out four in the morning on the corner rolling doing my own thingwhat if i had a thing on the side made you cry would the rules change up or would they still apply if i played you like a toy sometimes i wish i could act like a boycant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatif i was always gone let the sun beat me home would you like that i told you i was with my crew when i knew it wasnt true if i act like you walked a mile off in your shoes would you like that messing with your head again dose of your own medicinewhat if i had a thing on the side made you cry would the rules change up or would they still apply if i played you like a toy sometimes i wish i could act like a boycant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatcant be getting mad what you mad cant handle thatra go heres the clutchif i paged you would you like that had friends would you like that never call would you like that no no you wouldnt like that nowhat if i made you cry would they still apply what if i if i played you like a toy sometimes i wish i could act like a boy ",1
69,"who knew","pink",2007," you took my hand you showed me how you promised me youd be around uh huh thats right i took your words and i believed in everything you said to me yeah huh thats rightif someone said three years from now youd be long gone id stand up and punch them out cause theyre all wrong i know better cause you said forever and ever who knewremember when we were such fools and so convinced and just too cool oh no no no i wish i could touch you again i wish i could still call you friend id give anythingwhen someone said count your blessings now fore theyre long gone i guess i just didnt know how i was all wrong they knew better still you said forever and ever who knewyeah yeah ill keep you locked in my head until we meet again until we until we meet again and i wont forget you my friend what happenedif someone said three years from now youd be long gone id stand up and punch them out cause theyre all wrong and that last kiss ill cherish until we meet again and time makes it harder i wish i could remember but i keep your memory you visit me in my sleep my darling who knewmy darling my darling who knew my darling i miss you my darling who knewwho knew ",1
70,"never again","kelly clarkson",2007," i hope the ring you gave to her turns her finger green i hope when youre in bed with her you think of me i would never wish bad things but i dont wish you well could you tell by the flames that burned your words i never read your letter cause i knew what youd say give me that sunday school answer try make it all okdoes it hurt to know ill never be there but it sucks to see my face everywhere it was you who chose to end it like you did i was the last to know you knew exactly what you would do and dont say you simply lost your way she may believe you but i never will never againif she really knows the truth she deserves you a trophy wife oh how cute ignorance is bliss but when your day comes and hes through with you and hell be through with you youll die together but alone you wrote me in a letter you couldnt say it right to my face well give me that sunday school answer repent yourself awaydoes it hurt to know ill never be there but it sucks to see my face everywhere it was you who chose to end it like you did i was the last to know you knew exactly what you would do and dont say you simply lost your way she may believe you but i never will never againnever again will i hear you never again will i miss you never again will i fall to you never never again will i kiss you never again will i want to never again will i love you neverdoes it hurt to know ill never be there but it sucks to see my face everywhere it was you who chose to end it like you did i was the last to know you knew exactly what you would do and dont say you simply lost your way they may believe you but i never will i never will i never will never again ",1
71,"promise","ciara",2007," come enjoy the life baby take a ride i just wanna find you you baby you and i can have a good time tell me what you like ooh oohnow listen ive been single for a while now and i been kinda lonely ive been looking for somebody to talk to love me someone who can hold me is that youim looking for somebody i can call boo looking for the only one that i can give my all to tell me if its you you you what you wanna do do do make ya moveyou can be my teacher ill do homework you can give me extra credit baby ill do more work what you wanna do do do now its me and you you you the mood isthe mood is so right how it feels so right you can be my prince my knight you can be my superman save me here i amcause baby theres nothing i wont do to spend my life with you ill give my all to you i promise that i will never lie to you boytheres nothing i wont do to spend my life with you ill give my all to you i promise that i will never lie to you boyyou and me together picture perfect ill spend all my money all the time because youre worth it its just me and you you you what you wanna do do do make ya movecall me momma spoil you like a baby thinking bout you dreaming bout you got me goin crazy what you wanna do do do now its me and you you you the mood isthe mood is so right how it feels so right you can be my prince my knight you can be my superman save me here i ambaby theres nothing i wont do to spend my life with you ill give my all to you i promise that i will never lie to you boytheres nothing i wont do to spend my life with you ill give my all to you i promise that i will never lie to you boyoh i mean everything that i say from the bottom of my heart i would never never ever hurt you ill open my heartopen my heart give it to you tell the whole world that im in love with you whatever you want baby ill do i know i dont want nobody else but youtheres nothing i wont do to spend my life with you ill give my all to you i promise that i will never lie to you boytheres nothing i wont do to spend my life with you ill give my all to you i will give my all to you my baby boo my love is true oh i promise that i will never lie to you boycome on boy and join me ill be waitin waitin waitin for you you can be my homie ill be waitin waitin waitin for you baby come and hold me ill be waitin waitin waitin for you lookin for my one and only you can be my one and only ",1
72,"bed","j holiday",2007," j holiday aye aye aye aye aye aye aye aye aye aye aye aye aye aye ayegirl change into that victoria secret thing that i like alright okay tonight your having me your way perfume spray it there put our love in the air now put me right next to you fittin to raise the temp in the room first rub my back like you do right there uhuh right there uh you touch me like you care now stop and let me repay you for the week that youve been through working that 95 and staying cute like you do oh oh ohi love it i love it you love it you love it every time every time we touchin we touchin i want it i want it you want it you want it ill see you see you in the morning in the morningi wanna put my fingers through your hair wrap me up in your legs and love you till your eyes roll back im tryin to put you to bed bed bed imma put you to bed bed bed then ima rock your body turn you over love is war im your soldier touching you like its our first time im a put you to bed bed bed im a put you to bed bed bedim staring at you while you sleep you replaced it for beauty put my face up in your neck and breathe aw breathe take you into my senses wake up its time to finish round two its round two matter of fact its closer to threeshe like how long i been sleep shorty kisses turn into the sweetest dreams like give it to me and i can feel her tell me my angel this is wonderful thanks for letting me bless you come down fly right drift back into heaven oh oh oh ohi love it i love it you love it you love it every time every time we touchin we touchin i want it i want it you want it you want it ill see you see you in the morning in the morningi wanna put my fingers through your hair wrap me up in your legs and love you till your eyes roll back im tryin to put you to bed bed bed imma put you to bed bed bed then ima rock your body turn you over love is war im your soldier touching you like its our first time im a put you to bed bed bed im a put you to bed bed bedwatch the sunlight peak over the horizons ouou ouou ouou ouou the sun aint the only thing thats shining ouou ouou ouou ouou now ima send you out into the world with my love tell everybody aye everybody aye aye aye aye aye aye aye aye aye aye aye aye aye ayei wanna put my fingers through your hair wrap me up in your legs and love you till your eyes roll back im tryin to put you to bed bed bed imma put you to bed bed bed then ima rock your body turn you over love is war im your soldier touching you like its our first time im a put you to bed bed bed im a put you to bed bed bedwatch the sunlight peak over the horizons ouou ouou ouou ouou the sun aint the only thing thats shining ouou ouou ouou ouou now ima send you out into the world with my love tell everybody aye everybody aye aye aye aye aye aye aye aye aye aye aye aye aye aye ",1
73,"throw some ds","rich boy featuring polow da don",2007," zone 4 get money new money its what you been waiting onrich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillacrich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillacrich boy sellin crack fuck niggas wanna jack shit tight no slack just bought a cadillac took it to the chop shop got the damn top dropped two colored flip flopped candy red lollipop theres hoes in the parking lot but i still got my glock cocked new money motherfucker dont you see the big knot dont you see the big chain dont you see the big rims wonder who they hatin on lately baby its him candy paint gator skin seats call me dun dee pope in your hood im the one that you wanna be haters wish they could feel the wood in my 83 ridin with no tint so the motherfuckers know its merich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillacrich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillaci never slip i never fall a lot of hoes give me they numbers but i never call a real og look at vip and see a nigga ball then after we hit the club baby then im gonna hit them draws im gonna break you off and thats all every freak should have a picture of my dick on they wall polow be the shit zone 4 be the click yeah this for my dawgs yeah gangsters hustlers wanksters busters wait a minute motherfuckerrich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillacrich boy sellin crack dope niggas wanna jack shit tight no slack just bought a cadillac throw some ds on that bitch just bought a cadillac throw some ds on that bitch just bought a cadillachit the block on some new 10 thousand dollar wheels cant explain how i feel toucha gator on my wheel got peanut butter ice cream petter pan seats just gotta fresh cut now we looking for them freaks take a bad yella bitch make her drop them draws ima show you how to ball middle finger to the law so fuck them niggas tell em what they wanna do hating on a player cause my lac skated 22s when i pull up imma park right at the front door lean in my cup got purp in my blunt imma real pimp bitch i aint playin like a trick just bought a new lac bout to put them thangs on that bitch ",1
74,"rehab","amy winehouse",2007," they tried to make me go to rehab i said no no no yes i been black but when i come back youll know know know i aint got the time and if my daddy thinks im fine hes tried to make me go to rehab i wont go go goid rather be at home with a ray i aint got seventy days cause theres nothing theres nothing you can teach me that i cant learn from mr hathawayi didnt get a lot in class but i know we dont come in a shot glassthey tried to make me go to rehab i said no no no yes i been black but when i come back youll know know know i aint got the time and if my daddy thinks im fine hes tried to make me go to rehab i wont go go gothe man said why do you think you here i said i got no idea im gonna im gonna lose my baby so i always keep a bottle near he said i just think youre depressed this me yeah baby and the restthey tried to make me go to rehab but i said no no no yes i been black but when i come back youll know know knowi dont ever want to drink again i just oh i just need a friend im not gonna spend ten weeks have everyone think im on the mendand its not just my pride its just till these tears have driedthey tried to make me go to rehab i said no no no yes i been black but when i come back youll know know know i aint got the time and if my daddy thinks im fine hes tried to make me go to rehab i wont go go go ",1
75,"big shit poppin do it","ti",2007,NA,NA
76,"no one","alicia keys",2007," i just want you close where you can stay forever you can be sure that it will only get betteryou and me together through the days and nights i dont worry cause everythings going to be alright people keep talking they can say what they like but all i know is everythings going to be alrightno one no one no one can get in the way of what im feeling no one no one no one can get in the way of what i feel for you you you can get in the way of what i feel for youwhen the rain is pouring down and my heart is hurting you will always be around this i know for certain you and me together through the days and nightsi dont worry cause everythings going to be alright people keep talking they can say what they like but all i know is everythings going to be alrightno one no one no one can get in the way of what im feeling no one no one no one can get in the way of what i feel for you you you can get in the way of what i feel for youi know some people search the world to find something like what we have i know people will try try to divide something so real so til the end of time im telling you there is no oneno one no one no one can get in the way of what im feeling no one no one no one can get in the way of what i feel for you you youoh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh ",1
77,"the great escape","boys like girls",2007," paper bags and plastic hearts all our belongings in shopping carts its goodbye but we got one more night lets get drunk and drive around and make peace with an empty town we can make it rightthrow it away forget yesterday well make the great escape we wont hear a word they say they dont know us anyway watch it burn let it die cause we are finally free tonighttonight will change our lives its so good to be by your side but well cry we wont give up the fight well scream loud at the top of our lungs and theyll think its just cause were young and well feel so alivethrow it away forget yesterday well make the great escape we wont hear a word they say they dont know us anyway watch it burn let it die cause we are finally free tonightall of the wasted time the hours that were left behind the answers that well never find they dont mean a thing tonightthrow it away forget yesterday well make the great escape we wont hear a word they say they dont know us anywaythrow it away forget yesterday well make the great escape we wont hear a word they say they dont know us anywaythrow it away forget yesterday well make the great escape we wont hear a word they say they dont know us anyway watch it burn let it die cause we are finally free tonight ",1
78,"2 step","unk",2007," four three two two a two step a two step now go on and two step now go on and two step now go on and two step now go on and two step now get jiggy wit it now get jiggy wit it now get jiggy wit it now get jiggy wit it now go on and two step watch me two step now can you two step like i two step watch me get jiggy wit it watch me get jiggy wit it watch me get jiggy wit it watch me get jiggy wit it go on and two stepi hit the club fresh my stunna shades on two steppin getting jiggy wit my js on dont get yo steps wrong dont try to bite mine two steppin yeah im back unk one mo time see we goin form a line and we goin step it right now step it to the left girl you know you dynamite now have some good times i see you got it right beat my wrist ice colder than a bud light now im a take my time where the gangstas at and you can still post the wall nigga holla back grey goose and yak blunt filled wit kush im getting jiggy wit it smokin on that george bush stepfour three two two a two step a two step now go on and two step now go on and two step now go on and two step now go on and two step now get jiggy wit it now get jiggy wit it now get jiggy wit it now get jiggy wit it now go on and two step watch me two step now can you two step like i two step watch me get jiggy wit it watch me get jiggy wit it watch me get jiggy wit it watch me get jiggy wit it go on and two steptake two steps to the left now take two steps to the right now bring it back bring it back hey i made yall walk it out everybody two steppin now we finna turn it out now here we go again you already slow if you aint two steppin get your shit and hit the do im shootin at ya toes like a western i see you baby girl sweating out your lil perm they call me big worm where my money at two steppin wit my stacks bitch holla back the oc is back yall besta deal wit it and dont be steppin on my shoes when i get jiggy wit it ",1
79,"walk away remember me","paula deanda featuring the dey",2007," im gonna remember you youre gonna remember me im gonna remember you youre gonna remember me im gonna remember you youre gonna remember me yeah im gonna remember you youre gonna remember mei saw you with your new girl just yesterday and i feel that i must confess even though it kills me to have to say ill admit that i was impressed physically just short of perfection gotta commend you on your selection though i know i shouldnt be concerned in the back of my mind i cant help but questiondoes she rub your feet when youve had a long day and scratch your scalp when you take out your braids does she know you like to play ps2 till six in the morning like i doi cant explain this feeling yeah i think about it everyday and even though weve moved on uh huh it gets so hard to walk away im gonna remember you youre gonna remember me walk away forever you will live in my memory walk away im gonna remember you youre gonna remember me walk away i cant forget how we used to beour life from day to day hopin maybe youll come back and though i tell myself not to be afraid to move on but it seems i cant though a new man has given me attention it aint the same as your affection but i know i should be content in the back of my mind i cant help but questiondoes he kiss me on the forehead before we play show up on my doorstep with a bouquet does he call me in the middle of the day just to say baby i love you like you used toi cant explain this feeling i cant explain yeah i think about it everyday everyday and even though weve moved on moved on uh huh it gets so hard to walk away im gonna remember you youre gonna remember me walk away forever you will live in my memory walk away walk away im gonna remember you youre gonna remember me walk away i cant forget how we used to beim gonna remember you youre gonna remember me the things we did the way we shared our fantasies just you and me my friend my love my family how did we lose the love that was meant to be sometimes i kiss her and wish that it was you that im kissin sometimes i miss him and wish that it was you that im missin sometimes i hug her and wish that it was you that im huggin and i realized how much im buggin i miss youso how do i express this feeling cause nobody compares to you and you know that shell never love you like i doyeah i cant explain this feeling uh huh i think about it everyday everyday yeah and even though weve moved on yeah it gets so hard to walk away im gonna remember you youre gonna remember me walk away walk away walk away walk away walk away im gonna remember you youre gonna remember me walk away i cant forget how we used to bei cant explain this feeling i think about it everyday everyday and even though weve moved on yeah it gets so hard to walk away im gonna remember you youre gonna remember me walk away walk away walk away im gonna remember you youre gonna remember me walk awayim gonna remember you youre gonna remember me im gonna remember you youre gonna remember me ",1
